WP_005766305.1	WP_005766305.1	100.000	501
WP_005766307.1	WP_005766307.1	100.000	157
WP_005766309.1	WP_005766309.1	100.000	270
WP_005766317.1	WP_005766317.1	100.000	731
WP_005766325.1	WP_005766325.1	100.000	644
WP_005766326.1	WP_005766326.1	100.000	846
WP_005766328.1	WP_005766328.1	100.000	283
WP_005766340.1	WP_005766340.1	100.000	879
WP_005766344.1	WP_005766344.1	100.000	518
WP_005766349.1	WP_005766349.1	100.000	513
WP_005766355.1	WP_005766355.1	100.000	902
WP_005766357.1	WP_005766357.1	100.000	1146
WP_005766358.1	WP_005766358.1	100.000	446
WP_005766360.1	WP_005766360.1	100.000	965
WP_005766361.1	WP_005766361.1	100.000	295
WP_005766363.1	WP_005766363.1	100.000	491
WP_005766366.1	WP_005766366.1	100.000	141
WP_005766373.1	WP_005766373.1	100.000	664
WP_005766378.1	WP_005766378.1	100.000	540
WP_005766382.1	WP_005766382.1	100.000	127
WP_005766387.1	WP_005766387.1	100.000	654
WP_005766389.1	WP_005766389.1	100.000	966
WP_005766393.1	WP_005766393.1	100.000	358
WP_005766396.1	WP_005766396.1	100.000	870
WP_005766398.1	WP_005766398.1	100.000	680
WP_005766401.1	WP_005766401.1	100.000	430
WP_005766402.1	WP_005766402.1	100.000	612
WP_005766404.1	WP_005766404.1	100.000	556
WP_005766405.1	WP_005766405.1	100.000	749
WP_005766408.1	WP_005766408.1	100.000	166
WP_005766409.1	WP_005766409.1	100.000	1296
WP_005766410.1	WP_005766410.1	100.000	504
WP_005766412.1	WP_005766412.1	100.000	857
WP_005766414.1	WP_005766414.1	100.000	977
WP_005766417.1	WP_005766417.1	100.000	375
WP_005766421.1	WP_005766421.1	100.000	620
WP_005766424.1	WP_005766424.1	100.000	713
WP_005766426.1	WP_005766426.1	100.000	322
WP_005766429.1	WP_005766429.1	100.000	623
WP_005766431.1	WP_005766431.1	100.000	1952
WP_005766436.1	WP_005766436.1	100.000	475
WP_005766451.1	WP_005766451.1	100.000	297
WP_005766453.1	WP_005766453.1	100.000	278
WP_005766455.1	WP_005766455.1	100.000	243
WP_005766457.1	WP_005766457.1	100.000	572
WP_005766461.1	WP_005766461.1	100.000	447
WP_005766464.1	WP_005766464.1	100.000	569
WP_005766468.1	WP_005766468.1	100.000	1315
WP_005766472.1	WP_005766472.1	100.000	1009
WP_005766474.1	WP_005766474.1	100.000	466
WP_005766476.1	WP_005766476.1	100.000	927
WP_005766478.1	WP_005766478.1	100.000	1603
WP_005766485.1	WP_005766485.1	100.000	409
WP_005766504.1	WP_005766504.1	100.000	531
WP_005766507.1	WP_005766507.1	100.000	549
WP_005766509.1	WP_005766509.1	100.000	712
WP_005766511.1	WP_005766511.1	100.000	617
WP_005766524.1	WP_005766524.1	100.000	606
WP_005766527.1	WP_005766527.1	100.000	316
WP_005766532.1	WP_005766532.1	100.000	266
WP_005766536.1	WP_005766536.1	100.000	1542
WP_005766538.1	WP_005766538.1	100.000	388
WP_005766540.1	WP_005766540.1	100.000	405
WP_005766541.1	WP_005766541.1	100.000	276
WP_005766544.1	WP_005766544.1	100.000	530
WP_005766546.1	WP_005766546.1	100.000	486
WP_005766547.1	WP_005766547.1	100.000	620
WP_005766549.1	WP_005766549.1	100.000	503
WP_005766551.1	WP_005766551.1	100.000	571
WP_005766554.1	WP_005766554.1	100.000	560
WP_005766558.1	WP_005766558.1	100.000	593
WP_005766559.1	WP_005766559.1	100.000	912
WP_005766561.1	WP_005766561.1	100.000	1046
WP_005766565.1	WP_005766565.1	100.000	471
WP_005766567.1	WP_005766567.1	100.000	568
WP_005766571.1	WP_005766571.1	100.000	1023
WP_005766573.1	WP_005766573.1	100.000	360
WP_005766575.1	WP_005766575.1	100.000	297
WP_005766577.1	WP_005766577.1	100.000	935
WP_005766578.1	WP_005766578.1	100.000	1017
WP_005766580.1	WP_005766580.1	100.000	362
WP_005766584.1	WP_005766584.1	100.000	166
WP_005766585.1	WP_005766585.1	100.000	278
WP_005766587.1	WP_005766587.1	100.000	394
WP_005766589.1	WP_005766589.1	100.000	629
WP_005766591.1	WP_005766591.1	100.000	502
WP_005766592.1	WP_005766592.1	100.000	151
WP_005766596.1	WP_005766596.1	100.000	754
WP_005766597.1	WP_005766597.1	100.000	459
WP_005766609.1	WP_005766609.1	100.000	117
WP_005766610.1	WP_005766610.1	100.000	167
WP_005766622.1	WP_005766622.1	100.000	1615
WP_005766624.1	WP_005766624.1	100.000	287
WP_005766626.1	WP_005766626.1	100.000	388
WP_005766628.1	WP_005766628.1	100.000	1369
WP_005766630.1	WP_005766630.1	100.000	592
WP_005766632.1	WP_005766632.1	100.000	877
WP_005766634.1	WP_005766634.1	100.000	447
WP_005766641.1	WP_005766641.1	100.000	261
WP_005766643.1	WP_005766643.1	100.000	590
WP_005766656.1	WP_005766656.1	100.000	581
WP_005766659.1	WP_005766659.1	100.000	871
WP_005766662.1	WP_005766662.1	100.000	223
WP_005766664.1	WP_005766664.1	100.000	724
WP_005766667.1	WP_005766667.1	100.000	924
WP_005766668.1	WP_005766668.1	100.000	897
WP_005766670.1	WP_005766670.1	100.000	991
WP_005766672.1	WP_005766672.1	100.000	658
WP_005766674.1	WP_005766674.1	100.000	323
WP_005766680.1	WP_005766680.1	100.000	1514
WP_005766681.1	WP_005766681.1	100.000	915
WP_005766685.1	WP_005766685.1	100.000	437
WP_005766687.1	WP_005766687.1	100.000	867
WP_005766693.1	WP_005766693.1	100.000	969
WP_005766695.1	WP_005766695.1	100.000	954
WP_005766696.1	WP_005766696.1	100.000	1027
WP_005766698.1	WP_005766698.1	100.000	277
WP_005766704.1	WP_005766704.1	100.000	483
WP_005766706.1	WP_005766706.1	100.000	565
WP_005766710.1	WP_005766710.1	100.000	134
WP_005766712.1	WP_005766712.1	100.000	352
WP_005766713.1	WP_005766713.1	100.000	288
WP_005766717.1	WP_005766717.1	100.000	343
WP_005766723.1	WP_005766723.1	100.000	478
WP_005766734.1	WP_005766734.1	100.000	922
WP_005766739.1	WP_005766739.1	100.000	1610
WP_005766741.1	WP_005766741.1	100.000	289
WP_005766743.1	WP_005766743.1	100.000	305
WP_005766745.1	WP_005766745.1	100.000	564
WP_005766749.1	WP_005766749.1	100.000	610
WP_005766751.1	WP_005766751.1	100.000	481
WP_005766753.1	WP_005766753.1	100.000	376
WP_005766755.1	WP_005766755.1	100.000	523
WP_005766757.1	WP_005766757.1	100.000	1622
WP_005766759.1	WP_005766759.1	100.000	706
WP_005766761.1	WP_005766761.1	100.000	311
WP_005766762.1	WP_005766762.1	100.000	560
WP_005766766.1	WP_005766766.1	100.000	807
WP_005766768.1	WP_005766768.1	100.000	541
WP_005766770.1	WP_005766770.1	100.000	469
WP_005766771.1	WP_005766771.1	100.000	475
WP_005766773.1	WP_005766773.1	100.000	518
WP_005766775.1	WP_005766775.1	100.000	905
WP_005766777.1	WP_005766777.1	100.000	981
WP_005766779.1	WP_005766779.1	100.000	469
WP_005766781.1	WP_005766781.1	100.000	366
WP_005766785.1	WP_005766785.1	100.000	950
WP_005766787.1	WP_005766787.1	100.000	1153
WP_005766789.1	WP_005766789.1	100.000	941
WP_005766791.1	WP_005766791.1	100.000	952
WP_005766794.1	WP_005766794.1	100.000	535
WP_005766798.1	WP_005766798.1	100.000	242
WP_005766800.1	WP_005766800.1	100.000	320
WP_005766814.1	WP_005766814.1	100.000	243
WP_005766818.1	WP_005766818.1	100.000	706
WP_005766822.1	WP_005766822.1	100.000	188
WP_005766823.1	WP_005766823.1	100.000	1586
WP_005766824.1	WP_005766824.1	100.000	3117
WP_005766825.1	WP_005766825.1	100.000	164
WP_005766826.1	WP_005766826.1	100.000	941
WP_005766830.1	WP_005766830.1	100.000	724
WP_005766832.1	WP_005766832.1	100.000	648
WP_005766834.1	WP_005766834.1	100.000	891
WP_005766835.1	WP_005766835.1	100.000	319
WP_005766837.1	WP_005766837.1	100.000	773
WP_005766840.1	WP_005766840.1	100.000	426
WP_005766842.1	WP_005766842.1	100.000	315
WP_005766844.1	WP_005766844.1	100.000	315
WP_005766845.1	WP_005766845.1	100.000	314
WP_005766847.1	WP_005766847.1	100.000	377
WP_005766851.1	WP_005766851.1	100.000	663
WP_005766852.1	WP_005766852.1	100.000	209
WP_005766853.1	WP_005766853.1	100.000	345
WP_005766857.1	WP_005766857.1	100.000	247
WP_005766859.1	WP_005766859.1	100.000	299
WP_005766860.1	WP_005766860.1	100.000	426
WP_005766862.1	WP_005766862.1	100.000	837
WP_005766867.1	WP_005766867.1	100.000	452
WP_005766870.1	WP_005766870.1	100.000	384
WP_005766872.1	WP_005766872.1	100.000	1881
WP_005766875.1	WP_005766875.1	100.000	472
WP_005766877.1	WP_005766877.1	100.000	509
WP_005766882.1	WP_005766882.1	100.000	553
WP_005766884.1	WP_005766884.1	100.000	244
WP_005766885.1	WP_005766885.1	100.000	317
WP_005766888.1	WP_005766888.1	100.000	1422
WP_005766892.1	WP_005766892.1	100.000	790
WP_005766894.1	WP_005766894.1	100.000	207
WP_005766896.1	WP_005766896.1	100.000	498
WP_005766898.1	WP_005766898.1	100.000	416
WP_005766900.1	WP_005766900.1	100.000	193
WP_005766902.1	WP_005766902.1	100.000	565
WP_005766905.1	WP_005766905.1	100.000	189
WP_005766907.1	WP_005766907.1	100.000	256
WP_005766909.1	WP_005766909.1	100.000	483
WP_005766912.1	WP_005766912.1	100.000	275
WP_005766913.1	WP_005766913.1	100.000	128
WP_005766915.1	WP_005766915.1	100.000	160
WP_005766917.1	WP_005766917.1	100.000	239
WP_005766919.1	WP_005766919.1	100.000	206
WP_005766936.1	WP_005766936.1	100.000	381
WP_005766938.1	WP_005766938.1	100.000	201
WP_005766942.1	WP_005766942.1	100.000	351
WP_005766945.1	WP_005766945.1	100.000	241
WP_005766947.1	WP_005766947.1	100.000	382
WP_005766949.1	WP_005766949.1	100.000	135
WP_005766951.1	WP_005766951.1	100.000	303
WP_005766957.1	WP_005766957.1	100.000	902
WP_005766958.1	WP_005766958.1	100.000	384
WP_005766959.1	WP_005766959.1	100.000	246
WP_005766960.1	WP_005766960.1	100.000	263
WP_005766962.1	WP_005766962.1	100.000	286
WP_005766965.1	WP_005766965.1	100.000	931
WP_005766967.1	WP_005766967.1	100.000	911
WP_005766971.1	WP_005766971.1	100.000	697
WP_005766976.1	WP_005766976.1	100.000	1821
WP_005766978.1	WP_005766978.1	100.000	1221
WP_005766983.1	WP_005766983.1	100.000	678
WP_005766984.1	WP_005766984.1	100.000	538
WP_005766985.1	WP_005766985.1	100.000	370
WP_005766991.1	WP_005766991.1	100.000	975
WP_005766993.1	WP_005766993.1	100.000	1997
WP_005766996.1	WP_005766996.1	100.000	362
WP_005766998.1	WP_005766998.1	100.000	330
WP_005767001.1	WP_005767001.1	100.000	391
WP_005767002.1	WP_005767002.1	100.000	350
WP_005767004.1	WP_005767004.1	100.000	783
WP_005767012.1	WP_005767012.1	100.000	930
WP_005767014.1	WP_005767014.1	100.000	840
WP_005767018.1	WP_005767018.1	100.000	434
WP_005767020.1	WP_005767020.1	100.000	766
WP_005767022.1	WP_005767022.1	100.000	1705
WP_005767024.1	WP_005767024.1	100.000	1216
WP_005767026.1	WP_005767026.1	100.000	832
WP_005767028.1	WP_005767028.1	100.000	216
WP_005767030.1	WP_005767030.1	100.000	647
WP_005767032.1	WP_005767032.1	100.000	484
WP_005767034.1	WP_005767034.1	100.000	915
WP_005767036.1	WP_005767036.1	100.000	1253
WP_005767039.1	WP_005767039.1	100.000	1221
WP_005767040.1	WP_005767040.1	100.000	1347
WP_005767041.1	WP_005767041.1	100.000	918
WP_005767042.1	WP_005767042.1	100.000	324
WP_005767043.1	WP_005767043.1	100.000	577
WP_005767044.1	WP_005767044.1	100.000	420
WP_005767046.1	WP_005767046.1	100.000	809
WP_005767047.1	WP_005767047.1	100.000	466
WP_005767048.1	WP_005767048.1	100.000	214
WP_005767060.1	WP_005767060.1	100.000	240
WP_005767062.1	WP_005767062.1	100.000	404
WP_005767064.1	WP_005767064.1	100.000	421
WP_005767066.1	WP_005767066.1	100.000	817
WP_005767068.1	WP_005767068.1	100.000	469
WP_005767070.1	WP_005767070.1	100.000	898
WP_005767074.1	WP_005767074.1	100.000	683
WP_005767077.1	WP_005767077.1	100.000	403
WP_005767079.1	WP_005767079.1	100.000	193
WP_005767081.1	WP_005767081.1	100.000	1316
WP_005767083.1	WP_005767083.1	100.000	984
WP_005767085.1	WP_005767085.1	100.000	950
WP_005767091.1	WP_005767091.1	100.000	916
WP_005767093.1	WP_005767093.1	100.000	854
WP_005767095.1	WP_005767095.1	100.000	460
WP_005767097.1	WP_005767097.1	100.000	201
WP_005767099.1	WP_005767099.1	100.000	2390
WP_005767101.1	WP_005767101.1	100.000	423
WP_005767112.1	WP_005767112.1	100.000	324
WP_005767115.1	WP_005767115.1	100.000	857
WP_005767119.1	WP_005767119.1	100.000	784
WP_005767122.1	WP_005767122.1	100.000	1051
WP_005767124.1	WP_005767124.1	100.000	509
WP_005767126.1	WP_005767126.1	100.000	860
WP_005767128.1	WP_005767128.1	100.000	863
WP_005767144.1	WP_005767144.1	100.000	569
WP_005767146.1	WP_005767146.1	100.000	533
WP_005767147.1	WP_005767147.1	100.000	1088
WP_005767149.1	WP_005767149.1	100.000	711
WP_005767151.1	WP_005767151.1	100.000	437
WP_005767158.1	WP_005767158.1	100.000	571
WP_005767165.1	WP_005767165.1	100.000	577
WP_005767167.1	WP_005767167.1	100.000	423
WP_005767169.1	WP_005767169.1	100.000	562
WP_005767173.1	WP_005767173.1	100.000	577
WP_005767175.1	WP_005767175.1	100.000	546
WP_005767176.1	WP_005767176.1	100.000	141
WP_005767179.1	WP_005767179.1	100.000	533
WP_005767181.1	WP_005767181.1	100.000	335
WP_005767186.1	WP_005767186.1	100.000	189
WP_005767188.1	WP_005767188.1	100.000	323
WP_005767190.1	WP_005767190.1	100.000	1117
WP_005767192.1	WP_005767192.1	100.000	662
WP_005767194.1	WP_005767194.1	100.000	875
WP_005767196.1	WP_005767196.1	100.000	417
WP_005767198.1	WP_005767198.1	100.000	804
WP_005767200.1	WP_005767200.1	100.000	140
WP_005767215.1	WP_005767215.1	100.000	108
WP_005767222.1	WP_005767222.1	100.000	327
WP_005767250.1	WP_005767250.1	100.000	352
WP_005767254.1	WP_005767254.1	100.000	464
WP_005767258.1	WP_005767258.1	100.000	379
WP_005767260.1	WP_005767260.1	100.000	520
WP_005767262.1	WP_005767262.1	100.000	159
WP_005767264.1	WP_005767264.1	100.000	461
WP_005767266.1	WP_005767266.1	100.000	1516
WP_005767268.1	WP_005767268.1	100.000	159
WP_005767270.1	WP_005767270.1	100.000	228
WP_005767274.1	WP_005767274.1	100.000	1239
WP_005767276.1	WP_005767276.1	100.000	175
WP_005767277.1	WP_005767277.1	100.000	870
WP_005767278.1	WP_005767278.1	100.000	2402
WP_005767280.1	WP_005767280.1	100.000	957
WP_005767292.1	WP_005767292.1	100.000	1670
WP_005767294.1	WP_005767294.1	100.000	629
WP_005767296.1	WP_011807373.1	99.620	1056
WP_005767322.1	WP_005767322.1	100.000	498
WP_005767325.1	WP_005767325.1	100.000	1436
WP_005767328.1	WP_005767328.1	100.000	1216
WP_005767330.1	WP_005767330.1	100.000	317
WP_005767333.1	WP_005767333.1	100.000	328
WP_005767335.1	WP_005767335.1	100.000	242
WP_005767371.1	WP_005767371.1	100.000	498
WP_005767374.1	WP_005767374.1	100.000	769
WP_005767377.1	WP_005767377.1	100.000	174
WP_005767379.1	WP_005767379.1	100.000	995
WP_005767382.1	WP_005767382.1	100.000	583
WP_005767386.1	WP_005767386.1	100.000	348
WP_005767388.1	WP_005767388.1	100.000	551
WP_005767392.1	WP_005767392.1	100.000	203
WP_005767394.1	WP_005767394.1	100.000	359
WP_005767396.1	WP_005767396.1	100.000	119
WP_005767398.1	WP_005767398.1	100.000	1699
WP_005767400.1	WP_005767400.1	100.000	441
WP_005767404.1	WP_005767404.1	100.000	599
WP_005767415.1	WP_005767415.1	100.000	594
WP_005767421.1	WP_005767421.1	100.000	881
WP_005767425.1	WP_005767425.1	100.000	634
WP_005767427.1	WP_005767427.1	100.000	672
WP_005767430.1	WP_005767430.1	100.000	775
WP_005767434.1	WP_005767434.1	100.000	969
WP_005767435.1	WP_005767435.1	100.000	699
WP_005767436.1	WP_005767436.1	100.000	966
WP_005767438.1	WP_005767438.1	100.000	991
WP_005767442.1	WP_005767442.1	100.000	268
WP_005767445.1	WP_005767445.1	100.000	665
WP_005767447.1	WP_005767447.1	100.000	236
WP_005767450.1	WP_005767450.1	100.000	1129
WP_005767452.1	WP_005767452.1	100.000	421
WP_005767454.1	WP_005767454.1	100.000	694
WP_005767459.1	WP_005767459.1	100.000	122
WP_005767461.1	WP_005767461.1	100.000	501
WP_005767462.1	WP_005767462.1	100.000	1355
WP_005767466.1	WP_005767466.1	100.000	157
WP_005767469.1	WP_005767469.1	100.000	806
WP_005767473.1	WP_005767473.1	100.000	2391
WP_005767476.1	WP_005767476.1	100.000	141
WP_005767479.1	WP_005767479.1	100.000	829
WP_005767481.1	WP_005767481.1	100.000	626
WP_005767483.1	WP_005767483.1	100.000	655
WP_005767485.1	WP_005767485.1	100.000	916
WP_005767487.1	WP_005767487.1	100.000	725
WP_005767489.1	WP_005767489.1	100.000	316
WP_005767491.1	WP_005767491.1	100.000	1609
WP_005767493.1	WP_005767493.1	100.000	358
WP_005767499.1	WP_005767499.1	100.000	477
WP_005767501.1	WP_005767501.1	100.000	911
WP_005767503.1	WP_005767503.1	100.000	344
WP_005767509.1	WP_005767509.1	100.000	176
WP_005767534.1	WP_005767534.1	100.000	325
WP_005767536.1	WP_005767536.1	100.000	856
WP_005767548.1	WP_005767548.1	100.000	609
WP_005767552.1	WP_005767552.1	100.000	801
WP_005767554.1	WP_005767554.1	100.000	189
WP_005767556.1	WP_005767556.1	100.000	263
WP_005767557.1	WP_005767557.1	100.000	471
WP_005767559.1	WP_005767559.1	100.000	436
WP_005767566.1	WP_005767566.1	100.000	659
WP_005767569.1	WP_005767569.1	100.000	536
WP_005767571.1	WP_005767571.1	100.000	593
WP_005767573.1	WP_005767573.1	100.000	618
WP_005767578.1	WP_005767578.1	100.000	1106
WP_005767582.1	WP_005767582.1	100.000	978
WP_005767584.1	WP_005767584.1	100.000	179
WP_005767588.1	WP_005767588.1	100.000	504
WP_005767590.1	WP_005767590.1	100.000	622
WP_005767593.1	WP_005767593.1	100.000	1146
WP_005767595.1	WP_005767595.1	100.000	540
WP_005767598.1	WP_005767598.1	100.000	248
WP_005767599.1	WP_005767599.1	100.000	597
WP_005767601.1	WP_005767601.1	100.000	468
WP_005767603.1	WP_005767603.1	100.000	733
WP_005767604.1	WP_005767604.1	100.000	83.6
WP_005767606.1	WP_005767606.1	100.000	243
WP_005767608.1	WP_005767608.1	100.000	1258
WP_005767609.1	WP_005767609.1	100.000	445
WP_005767611.1	WP_005767611.1	100.000	471
WP_005767613.1	WP_005767613.1	100.000	548
WP_005767615.1	WP_005767615.1	100.000	425
WP_005767620.1	WP_005767620.1	100.000	448
WP_005767624.1	WP_005767624.1	100.000	189
WP_005767625.1	WP_005767625.1	100.000	229
WP_005767633.1	WP_005767633.1	100.000	182
WP_005767636.1	WP_005767636.1	100.000	207
WP_005767638.1	WP_005767638.1	100.000	220
WP_005767639.1	WP_005767639.1	100.000	514
WP_005767646.1	WP_005767646.1	100.000	144
WP_005767668.1	WP_005767668.1	100.000	778
WP_005767671.1	WP_005767671.1	100.000	639
WP_005767674.1	WP_005767674.1	100.000	575
WP_005767677.1	WP_005767677.1	100.000	248
WP_005767678.1	WP_005767678.1	100.000	768
WP_005767679.1	WP_005767679.1	100.000	450
WP_005767680.1	WP_005767680.1	100.000	118
WP_005767682.1	WP_005767682.1	100.000	115
WP_005767683.1	WP_005767683.1	100.000	706
WP_005767694.1	WP_005767694.1	100.000	555
WP_005767700.1	WP_005767700.1	100.000	329
WP_005767710.1	WP_005767710.1	100.000	625
WP_005767713.1	WP_005767713.1	100.000	625
WP_005767717.1	WP_005767717.1	100.000	515
WP_005767719.1	WP_005767719.1	100.000	171
WP_005767721.1	WP_005767721.1	100.000	379
WP_005767722.1	WP_005767722.1	100.000	275
WP_005767724.1	WP_005767724.1	100.000	246
WP_005767726.1	WP_005767726.1	100.000	728
WP_005767728.1	WP_005767728.1	100.000	930
WP_005767730.1	WP_005767730.1	100.000	824
WP_005767732.1	WP_005767732.1	100.000	458
WP_005767738.1	WP_005767738.1	100.000	401
WP_005767740.1	WP_005767740.1	100.000	880
WP_005767744.1	WP_005767744.1	100.000	744
WP_005767746.1	WP_005767746.1	100.000	493
WP_005767748.1	WP_005767748.1	100.000	1119
WP_005767758.1	WP_005767758.1	100.000	486
WP_005767760.1	WP_005767760.1	100.000	329
WP_005767762.1	WP_005767762.1	100.000	464
