BARBAKC583_RS01045	212182	212400	+	translation initiation factor IF-1
BARBAKC583_RS01050	212877	213539	+	Maf family protein
BARBAKC583_RS01055	213698	213880	+	DNA gyrase inhibitor YacG
BARBAKC583_RS01060	214858	217458	+	ATP-dependent chaperone ClpB
BARBAKC583_RS01065	217705	217902	+	hypothetical protein
BARBAKC583_RS01070	218734	218949	+	hypothetical protein
BARBAKC583_RS01085	219843	220043	+	hypothetical protein
BARBAKC583_RS01090	223488	223844	+	hypothetical protein
BARBAKC583_RS01095	224891	226216	+	PBSX family phage terminase large subunit
BARBAKC583_RS01105	226952	228838	+	portal protein
BARBAKC583_RS01110	229424	230368	+	hypothetical protein
BARBAKC583_RS01115	230650	231825	+	N4-gp56 family major capsid protein
BARBAKC583_RS01140	233396	234859	+	hypothetical protein
BARBAKC583_RS01155	235887	237065	+	tail fiber domain-containing protein
BARBAKC583_RS01160	237065	237259	+	hypothetical protein
BARBAKC583_RS01165	237259	237453	+	hypothetical protein
BARBAKC583_RS01175	237453	238424	+	phage tail protein
BARBAKC583_RS01180	238814	239101	+	hypothetical protein
BARBAKC583_RS01185	239158	239820	+	lysozyme
BARBAKC583_RS01190	239817	240068	+	hypothetical protein
BARBAKC583_RS01195	240712	241098	+	hypothetical protein
BARBAKC583_RS01215	242345	242995	+	DUF4167 domain-containing protein
BARBAKC583_RS01220	243152	243667	-	hypothetical protein
BARBAKC583_RS01225	243884	244891	-	sensor histidine kinase
BARBAKC583_RS01230	244912	245706	-	response regulator
BARBAKC583_RS01235	245912	246151	+	NepR family anti-sigma factor
BARBAKC583_RS01245	247061	248503	+	sensor histidine kinase
BARBAKC583_RS01250	248644	250584	-	M23 family metallopeptidase
BARBAKC583_RS01255	250713	250865	-	transcriptional repressor
BARBAKC583_RS01295	258644	259111	+	hypothetical protein
BARBAKC583_RS01300	259768	260124	-	helix-turn-helix domain-containing protein
BARBAKC583_RS01305	260121	260396	-	type II toxin-antitoxin system HigB family toxin
BARBAKC583_RS01315	261267	262427	+	phosphoserine transaminase
BARBAKC583_RS01325	263748	264416	-	recombinase family protein
BARBAKC583_RS01330	264605	264856	+	AbrB/MazE/SpoVT family DNA-binding domain-containing protein
BARBAKC583_RS01335	264853	265251	+	type II toxin-antitoxin system VapC family toxin
BARBAKC583_RS01340	265664	265966	-	helix-turn-helix domain-containing transcriptional regulator
BARBAKC583_RS01345	265997	266320	-	type II toxin-antitoxin system RelE/ParE family toxin
BARBAKC583_RS01350	266629	266934	+	hypothetical protein
BARBAKC583_RS01355	266982	267236	+	hypothetical protein
BARBAKC583_RS01360	267431	267664	+	hypothetical protein
BARBAKC583_RS01365	267730	268002	-	hypothetical protein
BARBAKC583_RS01370	268002	268688	-	ParA family protein
BARBAKC583_RS01375	269035	269274	-	hypothetical protein
BARBAKC583_RS01380	269682	270971	+	adenylosuccinate synthase
BARBAKC583_RS01385	271223	272722	+	hypothetical protein
BARBAKC583_RS01390	272773	273684	-	RNA polymerase sigma factor RpoH
BARBAKC583_RS01395	273827	274837	-	RluA family pseudouridine synthase
BARBAKC583_RS01400	274875	276305	-	aldehyde dehydrogenase family protein
BARBAKC583_RS01405	276712	279321	+	DNA translocase FtsK
BARBAKC583_RS01410	279902	280318	-	large conductance mechanosensitive channel protein MscL
BARBAKC583_RS01415	280866	281954	+	quinone-dependent dihydroorotate dehydrogenase
BARBAKC583_RS01425	282333	283760	+	glutamine synthetase family protein
BARBAKC583_RS01430	283772	285055	+	NAD(P)/FAD-dependent oxidoreductase
BARBAKC583_RS01435	285306	286205	-	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
BARBAKC583_RS01440	286511	288391	+	AsmA family protein
BARBAKC583_RS01445	288857	289600	+	16S rRNA (uracil(1498)-N(3))-methyltransferase
BARBAKC583_RS01450	289667	291040	+	glutamate--cysteine ligase
BARBAKC583_RS01455	291509	291742	-	30S ribosomal protein S21
BARBAKC583_RS01465	292600	293736	+	efflux RND transporter periplasmic adaptor subunit
BARBAKC583_RS01470	293733	296867	+	efflux RND transporter permease subunit
BARBAKC583_RS01475	297059	298708	+	glucose-6-phosphate isomerase
BARBAKC583_RS01485	299126	299599	+	50S ribosomal protein L21
BARBAKC583_RS01490	299612	299881	+	50S ribosomal protein L27
BARBAKC583_RS01500	302541	303122	+	invasion associated locus B family protein
BARBAKC583_RS01505	304277	307984	+	Vomp family autotransporter
BARBAKC583_RS01510	308017	308562	+	invasion associated locus B family protein
BARBAKC583_RS01520	309236	309955	+	RlmE family RNA methyltransferase
BARBAKC583_RS01525	310141	311160	+	GTPase ObgE
BARBAKC583_RS01530	311166	312305	+	glutamate 5-kinase
BARBAKC583_RS01535	312366	313604	+	glutamate-5-semialdehyde dehydrogenase
BARBAKC583_RS01540	313634	314218	+	nicotinate-nucleotide adenylyltransferase
BARBAKC583_RS01545	314324	314716	+	ribosome silencing factor
BARBAKC583_RS01550	314717	315199	+	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
BARBAKC583_RS01555	315353	316564	+	murein hydrolase activator EnvC family protein
BARBAKC583_RS01560	316554	317858	+	S41 family peptidase
BARBAKC583_RS01565	317927	318439	+	RNA pyrophosphohydrolase
BARBAKC583_RS01570	318556	319116	+	invasion associated locus B family protein
BARBAKC583_RS01575	319442	319735	+	YggT family protein
BARBAKC583_RS01580	319766	320089	+	DUF167 domain-containing protein
BARBAKC583_RS01585	320139	320672	-	inorganic diphosphatase
BARBAKC583_RS01590	320734	322560	-	translational GTPase TypA
BARBAKC583_RS01595	322845	324221	-	magnesium transporter
BARBAKC583_RS01600	324569	326593	+	M3 family metallopeptidase
BARBAKC583_RS01605	326785	328041	-	lytic murein transglycosylase
BARBAKC583_RS01610	328310	329194	+	UTP--glucose-1-phosphate uridylyltransferase GalU
BARBAKC583_RS01615	329234	330226	+	KpsF/GutQ family sugar-phosphate isomerase
BARBAKC583_RS01620	330466	330840	-	outer membrane lipoprotein Omp10
BARBAKC583_RS01625	331097	332482	+	sigma-54-dependent transcriptional regulator
BARBAKC583_RS01630	332875	334445	+	phospholipase D-like domain-containing protein
BARBAKC583_RS01635	334582	336081	+	IMP dehydrogenase
BARBAKC583_RS01640	336418	337278	-	universal stress protein
BARBAKC583_RS01645	337522	338808	+	RsmB/NOP family class I SAM-dependent RNA methyltransferase
BARBAKC583_RS01650	338944	340500	+	glutamine-hydrolyzing GMP synthase
BARBAKC583_RS01655	340681	341403	+	glycerophosphodiester phosphodiesterase
BARBAKC583_RS01660	341520	342557	-	sn-glycerol-3-phosphate import ATP-binding protein UgpC
BARBAKC583_RS01665	342560	343411	-	sn-glycerol-3-phosphate ABC transporter permease UgpE
BARBAKC583_RS01670	343422	344306	-	sn-glycerol-3-phosphate ABC transporter permease UgpA
BARBAKC583_RS01675	344404	345729	-	sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB
BARBAKC583_RS01680	346116	347063	-	metal ABC transporter solute-binding protein, Zn/Mn family
BARBAKC583_RS01685	347074	347946	-	metal ABC transporter permease
BARBAKC583_RS01690	347972	348697	-	ABC transporter ATP-binding protein
BARBAKC583_RS01695	349418	349642	+	glutaredoxin-like protein NrdH
BARBAKC583_RS01700	349642	350034	+	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI
BARBAKC583_RS01705	350022	352172	+	class 1b ribonucleoside-diphosphate reductase subunit alpha
BARBAKC583_RS01710	352185	353159	+	class 1b ribonucleoside-diphosphate reductase subunit beta
BARBAKC583_RS01715	353156	354022	-	peptide chain release factor N(5)-glutamine methyltransferase
BARBAKC583_RS01720	354019	355098	-	peptide chain release factor 1
BARBAKC583_RS01725	355283	355699	-	Fur family transcriptional regulator
BARBAKC583_RS01730	355713	358445	-	preprotein translocase subunit SecA
BARBAKC583_RS01735	358846	359793	+	peptidylprolyl isomerase
BARBAKC583_RS01740	359895	361133	+	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ
BARBAKC583_RS01745	361255	361668	+	8-oxo-dGTP diphosphatase MutT
BARBAKC583_RS01750	362009	363364	+	L-cystine transporter
BARBAKC583_RS01755	363387	364265	-	methyltransferase domain-containing protein
BARBAKC583_RS01760	364495	365250	+	ComF family protein
BARBAKC583_RS01765	365290	365547	+	glutaredoxin 3
BARBAKC583_RS01770	365565	366311	-	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG
BARBAKC583_RS01775	366495	367748	+	aspartate kinase
BARBAKC583_RS01780	368168	369526	-	Na+/H+ antiporter NhaA
BARBAKC583_RS01785	369647	371350	-	hypothetical protein
BARBAKC583_RS01790	371869	372540	+	DUF2659 family protein
BARBAKC583_RS01795	372545	373966	+	ribosome biogenesis GTPase Der
BARBAKC583_RS01800	374282	374719	+	AtpZ/AtpI family protein
BARBAKC583_RS01805	374721	375479	+	F0F1 ATP synthase subunit A
BARBAKC583_RS01810	375534	375764	+	F0F1 ATP synthase subunit C
BARBAKC583_RS01815	375891	376457	+	F0F1 ATP synthase subunit B
BARBAKC583_RS01820	376469	376948	+	F0F1 ATP synthase subunit B
BARBAKC583_RS01825	377343	379565	-	glycine--tRNA ligase subunit beta
BARBAKC583_RS01830	379558	380508	-	glycine--tRNA ligase subunit alpha
BARBAKC583_RS01835	380574	382304	-	tetratricopeptide repeat protein
BARBAKC583_RS01840	382394	383443	-	polyprenyl synthetase family protein
BARBAKC583_RS01845	383672	384463	+	tRNA1(Val) (adenine(37)-N6)-methyltransferase
BARBAKC583_RS01850	384566	385417	+	S49 family peptidase
BARBAKC583_RS01855	385496	385684	+	hypothetical protein
BARBAKC583_RS01860	385681	386595	+	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
BARBAKC583_RS01865	386884	387552	+	ribonuclease HII
BARBAKC583_RS01870	387549	388511	+	L-threonylcarbamoyladenylate synthase
BARBAKC583_RS01875	388514	389923	+	FAD-binding oxidoreductase
BARBAKC583_RS01880	390075	390593	+	DUF6101 family protein
BARBAKC583_RS01885	390863	392137	-	phosphoribosylamine--glycine ligase
BARBAKC583_RS01890	392230	393234	+	4-hydroxybenzoate octaprenyltransferase
BARBAKC583_RS01895	393315	393938	-	pyridoxamine 5'-phosphate oxidase
BARBAKC583_RS01900	394256	395155	+	DnaJ C-terminal domain-containing protein
BARBAKC583_RS01905	395293	396111	+	enoyl-ACP reductase FabI
BARBAKC583_RS01910	396240	397334	+	chorismate synthase
BARBAKC583_RS01915	397345	398457	+	3,4-dihydroxy-2-butanone-4-phosphate synthase
BARBAKC583_RS01920	398465	398719	+	exodeoxyribonuclease VII small subunit
BARBAKC583_RS01925	398917	400833	+	1-deoxy-D-xylulose-5-phosphate synthase
BARBAKC583_RS01935	400841	401593	+	TlyA family RNA methyltransferase
BARBAKC583_RS01940	401583	402836	+	class I SAM-dependent RNA methyltransferase
BARBAKC583_RS01945	402896	404314	-	metalloprotease TldD
BARBAKC583_RS01950	404424	404963	-	invasion associated locus B family protein
BARBAKC583_RS01955	405361	406296	+	heme o synthase
BARBAKC583_RS01960	406484	407533	+	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
BARBAKC583_RS01965	407962	408429	+	ribonuclease HI
BARBAKC583_RS01970	408419	409324	-	protein-disulfide reductase DsbD domain-containing protein
BARBAKC583_RS01975	410045	412921	-	EAL domain-containing protein
BARBAKC583_RS01980	413366	414634	-	M16 family metallopeptidase
BARBAKC583_RS01985	415015	415707	-	HAD family hydrolase
BARBAKC583_RS01990	416018	417154	+	site-specific DNA-methyltransferase
BARBAKC583_RS01995	417244	418293	-	A/G-specific adenine glycosylase
BARBAKC583_RS02000	418517	419011	+	DUF721 domain-containing protein
BARBAKC583_RS02005	419106	419756	+	DsbA family protein
BARBAKC583_RS02010	419941	422628	+	pyruvate, phosphate dikinase
BARBAKC583_RS02020	423656	424252	+	superoxide dismutase
BARBAKC583_RS02025	424345	426435	-	S9 family peptidase
BARBAKC583_RS02030	427263	427694	+	Ros/MucR family transcriptional regulator
BARBAKC583_RS02035	427808	428215	-	SufE family protein
BARBAKC583_RS02040	428340	428702	-	DUF5330 domain-containing protein
BARBAKC583_RS02050	429266	430111	+	peptidoglycan-binding domain-containing protein
BARBAKC583_RS02055	430277	430513	+	hypothetical protein
BARBAKC583_RS02060	430531	431196	+	response regulator transcription factor
BARBAKC583_RS02065	431193	432614	+	sensor histidine kinase
BARBAKC583_RS02070	432728	433564	+	tetratricopeptide repeat protein
BARBAKC583_RS02075	433763	434239	+	cytochrome c maturation protein CcmE
BARBAKC583_RS02080	434255	436234	+	heme lyase CcmF/NrfE family subunit
BARBAKC583_RS02085	436237	436680	+	cytochrome c-type biogenesis protein
BARBAKC583_RS02095	436882	438399	+	Do family serine endopeptidase
BARBAKC583_RS02100	438476	439162	+	response regulator transcription factor
BARBAKC583_RS02105	439159	440541	+	sensor histidine kinase
BARBAKC583_RS02110	440857	443178	-	sensor histidine kinase
BARBAKC583_RS02115	443458	446085	-	aminopeptidase N
BARBAKC583_RS02120	446164	446991	-	uracil-DNA glycosylase
BARBAKC583_RS02125	447202	447960	-	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
BARBAKC583_RS02130	447951	448556	-	thiamine phosphate synthase
BARBAKC583_RS02135	448553	449326	-	thiazole synthase
BARBAKC583_RS02140	449331	449528	-	sulfur carrier protein ThiS
BARBAKC583_RS02145	449532	450482	-	FAD-dependent oxidoreductase
BARBAKC583_RS02150	450479	452314	-	phosphomethylpyrimidine synthase ThiC
BARBAKC583_RS02155	453146	454366	-	porin
BARBAKC583_RS02175	455883	456107	+	hypothetical protein
BARBAKC583_RS02185	456477	458420	-	DUF1561 family protein
BARBAKC583_RS02190	459089	459862	+	N-acetylmuramoyl-L-alanine amidase
BARBAKC583_RS02200	460068	460862	-	heme ABC transporter ATP-binding protein
BARBAKC583_RS02205	460855	461955	-	FecCD family ABC transporter permease
BARBAKC583_RS02210	461952	462863	-	heme/hemin ABC transporter substrate-binding protein
BARBAKC583_RS02215	462881	463924	-	hemin-degrading factor
BARBAKC583_RS02220	464173	466368	-	TonB-dependent hemoglobin/transferrin/lactoferrin family receptor
BARBAKC583_RS02230	467633	469597	-	lytic transglycosylase domain-containing protein
BARBAKC583_RS02235	469973	470857	+	4-hydroxy-tetrahydrodipicolinate synthase
BARBAKC583_RS02240	470876	471352	+	SsrA-binding protein SmpB
BARBAKC583_RS02245	471387	472043	-	uracil-DNA glycosylase
BARBAKC583_RS02250	472472	472870	+	DNA-directed RNA polymerase subunit omega
BARBAKC583_RS02255	472998	475226	+	RelA/SpoT family protein
BARBAKC583_RS02260	475242	475820	+	orotate phosphoribosyltransferase
BARBAKC583_RS02265	475914	476516	+	DUF2062 domain-containing protein
BARBAKC583_RS02270	476513	476914	+	holo-ACP synthase
BARBAKC583_RS02275	476982	477764	+	signal peptidase I
BARBAKC583_RS02280	477775	478482	+	ribonuclease III
BARBAKC583_RS02285	478475	479380	+	GTPase Era
BARBAKC583_RS02290	479383	480120	+	DNA repair protein RecO
BARBAKC583_RS02295	480157	481002	+	pantoate--beta-alanine ligase
BARBAKC583_RS02300	481014	481829	+	3-methyl-2-oxobutanoate hydroxymethyltransferase
BARBAKC583_RS02305	482190	482807	-	HD domain-containing protein
